t,swll,eta,simulation
88,-4.757968256672684,0.18,Sinusoidal
89,-4.6049886666279045,0.18,Sinusoidal
90,-5.780919387293097,0.18,Sinusoidal
91,-4.498062702177465,0.18,Sinusoidal
92,-4.553769027024175,0.18,Sinusoidal
93,-4.367610785540777,0.18,Sinusoidal
94,-4.360430618222791,0.18,Sinusoidal
95,-4.10538264681478,0.18,Sinusoidal
96,-4.028960115461954,0.18,Sinusoidal
97,-3.918284607897046,0.18,Sinusoidal
98,-4.220013758623583,0.18,Sinusoidal
99,-4.133840161968858,0.18,Sinusoidal
100,-4.514656849735044,0.18,Sinusoidal
1,0.0,0.19,Sinusoidal
2,-6.9990493067093125,0.19,Sinusoidal
3,-4.156800247430102,0.19,Sinusoidal
4,-4.5701699085036545,0.19,Sinusoidal
5,-4.392732217587892,0.19,Sinusoidal
6,-4.393116442821626,0.19,Sinusoidal
7,-4.377424609116271,0.19,Sinusoidal
8,-4.631121954003852,0.19,Sinusoidal
9,-4.532191161060322,0.19,Sinusoidal
10,-4.578216764096344,0.19,Sinusoidal
11,-4.867534674198895,0.19,Sinusoidal
12,-4.791781238885886,0.19,Sinusoidal
13,-4.710654539514135,0.19,Sinusoidal
14,-4.756632199092966,0.19,Sinusoidal
15,-4.812830408386782,0.19,Sinusoidal
16,-4.932823076257922,0.19,Sinusoidal
17,-4.803514881189621,0.19,Sinusoidal
18,-4.936255248211686,0.19,Sinusoidal
19,-4.8209643434910925,0.19,Sinusoidal
20,-5.046758216634209,0.19,Sinusoidal
21,-5.254488758073938,0.19,Sinusoidal
22,-4.751578671195966,0.19,Sinusoidal
23,-4.531433525959061,0.19,Sinusoidal
24,-4.697943053286632,0.19,Sinusoidal
25,-4.348978134520299,0.19,Sinusoidal
26,-4.361576520478323,0.19,Sinusoidal
27,-4.713823288115104,0.19,Sinusoidal
28,-4.431686533759507,0.19,Sinusoidal
29,-4.032397524013151,0.19,Sinusoidal
30,-4.458803015389931,0.19,Sinusoidal
31,-4.0244360512911745,0.19,Sinusoidal
32,-4.2637092780823656,0.19,Sinusoidal
33,-3.9851869340444996,0.19,Sinusoidal
34,-4.10200480450904,0.19,Sinusoidal
35,-4.474842309355301,0.19,Sinusoidal
36,-4.24315733828631,0.19,Sinusoidal
37,-4.106632191861519,0.19,Sinusoidal
38,-4.133146069392223,0.19,Sinusoidal
39,-4.641063191173705,0.19,Sinusoidal
40,-4.342565609973714,0.19,Sinusoidal
41,-4.987395130432718,0.19,Sinusoidal
42,-4.381885685254958,0.19,Sinusoidal
43,-4.432221892206478,0.19,Sinusoidal
44,-4.616879200474098,0.19,Sinusoidal
45,-4.479290135248275,0.19,Sinusoidal
46,-4.564572354852188,0.19,Sinusoidal
47,-4.602431366998405,0.19,Sinusoidal
48,-4.678264166856135,0.19,Sinusoidal
49,-4.736437799128349,0.19,Sinusoidal
50,-4.855077773890647,0.19,Sinusoidal
51,-5.435113603291369,0.19,Sinusoidal
52,-4.824133061417559,0.19,Sinusoidal
53,-4.7682082909964585,0.19,Sinusoidal
54,-5.579807004978787,0.19,Sinusoidal
55,-4.691595046684103,0.19,Sinusoidal
56,-4.6407206528121385,0.19,Sinusoidal
57,-4.9781350960552455,0.19,Sinusoidal
58,-4.60128972148838,0.19,Sinusoidal
59,-4.40445752471316,0.19,Sinusoidal
60,-4.3572870622987,0.19,Sinusoidal
61,-4.430060662517154,0.19,Sinusoidal
62,-4.258677679511601,0.19,Sinusoidal
63,-4.271208609712088,0.19,Sinusoidal
64,-4.042190776760209,0.19,Sinusoidal
65,-4.49729035102291,0.19,Sinusoidal
66,-4.038923409197492,0.19,Sinusoidal
67,-4.091322861405812,0.19,Sinusoidal
68,-3.9128376181678295,0.19,Sinusoidal
69,-4.215169101253218,0.19,Sinusoidal
70,-3.955257915123189,0.19,Sinusoidal
71,-4.0861023396649845,0.19,Sinusoidal
72,-4.013535319478957,0.19,Sinusoidal
73,-4.262692689997012,0.19,Sinusoidal
74,-4.120062276810894,0.19,Sinusoidal
75,-4.073568867346643,0.19,Sinusoidal
76,-4.4252666411694515,0.19,Sinusoidal
77,-4.365493498117955,0.19,Sinusoidal
78,-4.44057315991313,0.19,Sinusoidal
79,-4.442190211613477,0.19,Sinusoidal
80,-4.518596994798867,0.19,Sinusoidal
81,-4.601257596302724,0.19,Sinusoidal
82,-6.118439784058566,0.19,Sinusoidal
83,-4.64838988321065,0.19,Sinusoidal
84,-4.574701647019663,0.19,Sinusoidal
85,-5.128069766438219,0.19,Sinusoidal
86,-4.6575303702654605,0.19,Sinusoidal
87,-4.63403398545143,0.19,Sinusoidal
88,-4.786453797101621,0.19,Sinusoidal
89,-4.645553690862654,0.19,Sinusoidal
90,-5.724543909515745,0.19,Sinusoidal
91,-4.530730651404564,0.19,Sinusoidal
92,-4.580326649668215,0.19,Sinusoidal
93,-4.40191035550497,0.19,Sinusoidal
94,-4.387766903671004,0.19,Sinusoidal
95,-4.144396972325063,0.19,Sinusoidal
96,-4.067588653655125,0.19,Sinusoidal
97,-3.957523830863041,0.19,Sinusoidal
98,-4.2331708566377,0.19,Sinusoidal
99,-4.157457142372423,0.19,Sinusoidal
100,-4.509357324699093,0.19,Sinusoidal
1,0.0,0.2,Sinusoidal
2,-6.999042870829611,0.2,Sinusoidal
3,-4.191387579452142,0.2,Sinusoidal
4,-4.578441827174753,0.2,Sinusoidal
5,-4.413518881455885,0.2,Sinusoidal
6,-4.4216626060359,0.2,Sinusoidal
7,-4.415745927989511,0.2,Sinusoidal
8,-4.653864609424518,0.2,Sinusoidal
9,-4.568136566643089,0.2,Sinusoidal
10,-4.617413506800137,0.2,Sinusoidal
11,-4.888192219613792,0.2,Sinusoidal
12,-4.82229122661641,0.2,Sinusoidal
13,-4.751493766558392,0.2,Sinusoidal
14,-4.796872029568774,0.2,Sinusoidal
15,-4.851577880390464,0.2,Sinusoidal
16,-4.9630213941214105,0.2,Sinusoidal
17,-4.844828432481434,0.2,Sinusoidal
18,-4.969651364021962,0.2,Sinusoidal
19,-4.861403128077146,0.2,Sinusoidal
20,-5.068186973517057,0.2,Sinusoidal
21,-5.2482437157183925,0.2,Sinusoidal
22,-4.777351131555896,0.2,Sinusoidal
23,-4.572461419923371,0.2,Sinusoidal
24,-4.722722996705902,0.2,Sinusoidal
25,-4.389309573051207,0.2,Sinusoidal
26,-4.394933508156925,0.2,Sinusoidal
27,-4.716745707784018,0.2,Sinusoidal
28,-4.459112252819089,0.2,Sinusoidal
29,-4.070430284198698,0.2,Sinusoidal
30,-4.462940206067065,0.2,Sinusoidal
31,-4.059658651712863,0.2,Sinusoidal
32,-4.278131762351237,0.2,Sinusoidal
33,-4.022018536460854,0.2,Sinusoidal
34,-4.127216479518834,0.2,Sinusoidal
35,-4.471968641486098,0.2,Sinusoidal
36,-4.258504738387993,0.2,Sinusoidal
37,-4.143599585612641,0.2,Sinusoidal
38,-4.164661557847925,0.2,Sinusoidal
39,-4.638512871291085,0.2,Sinusoidal
40,-4.375720978596699,0.2,Sinusoidal
41,-4.977633522009384,0.2,Sinusoidal
42,-4.4103286414726774,0.2,Sinusoidal
43,-4.4651815258777035,0.2,Sinusoidal
44,-4.6453378440772,0.2,Sinusoidal
45,-4.51626366579726,0.2,Sinusoidal
46,-4.600543035988548,0.2,Sinusoidal
47,-4.641466197119925,0.2,Sinusoidal
48,-4.715221726435562,0.2,Sinusoidal
49,-4.7753099923206905,0.2,Sinusoidal
50,-4.886012693470142,0.2,Sinusoidal
51,-5.415374771423444,0.2,Sinusoidal
52,-4.858680887204573,0.2,Sinusoidal
53,-4.807642001033368,0.2,Sinusoidal
54,-5.557451831963734,0.2,Sinusoidal
55,-4.728122932364584,0.2,Sinusoidal
56,-4.68201942019099,0.2,Sinusoidal
57,-4.989622692727832,0.2,Sinusoidal
58,-4.630520736143692,0.2,Sinusoidal
59,-4.444984675368076,0.2,Sinusoidal
60,-4.397422686489371,0.2,Sinusoidal
61,-4.456913592975749,0.2,Sinusoidal
62,-4.29132147585532,0.2,Sinusoidal
63,-4.300625977570199,0.2,Sinusoidal
64,-4.076596889027866,0.2,Sinusoidal
65,-4.494516803519111,0.2,Sinusoidal
66,-4.077105614434547,0.2,Sinusoidal
67,-4.11512316993207,0.2,Sinusoidal
68,-3.9458367469500257,0.2,Sinusoidal
69,-4.224796785666904,0.2,Sinusoidal
70,-3.983966072418197,0.2,Sinusoidal
71,-4.105911900274563,0.2,Sinusoidal
72,-4.040405898604898,0.2,Sinusoidal
73,-4.27383273915087,0.2,Sinusoidal
74,-4.145257177373283,0.2,Sinusoidal
75,-4.109199087229513,0.2,Sinusoidal
76,-4.439140336578114,0.2,Sinusoidal
77,-4.385128600637283,0.2,Sinusoidal
78,-4.470066823731642,0.2,Sinusoidal
79,-4.47077562336621,0.2,Sinusoidal
80,-4.543463956874213,0.2,Sinusoidal
81,-4.627128108802368,0.2,Sinusoidal
82,-6.046287559021478,0.2,Sinusoidal
83,-4.684030097709456,0.2,Sinusoidal
84,-4.613920779544088,0.2,Sinusoidal
85,-5.128009080169196,0.2,Sinusoidal
86,-4.693905807292337,0.2,Sinusoidal
87,-4.674389016698716,0.2,Sinusoidal
88,-4.8152004812316695,0.2,Sinusoidal
89,-4.684737032202737,0.2,Sinusoidal
90,-5.678232962640005,0.2,Sinusoidal
91,-4.56393816963346,0.2,Sinusoidal
92,-4.607858620383259,0.2,Sinusoidal
93,-4.436111732560821,0.2,Sinusoidal
94,-4.415806525210676,0.2,Sinusoidal
95,-4.1824299404726455,0.2,Sinusoidal
96,-4.1052070875729285,0.2,Sinusoidal
97,-3.995521564907365,0.2,Sinusoidal
98,-4.2472507078071065,0.2,Sinusoidal
99,-4.180852767472148,0.2,Sinusoidal
100,-4.505048876052488,0.2,Sinusoidal
1,0.0,0.21,Sinusoidal
2,-6.999029420202966,0.21,Sinusoidal
3,-4.225346201635558,0.21,Sinusoidal
4,-4.58807591495108,0.21,Sinusoidal
5,-4.435552659881193,0.21,Sinusoidal
6,-4.450510191697523,0.21,Sinusoidal
7,-4.4529113660654565,0.21,Sinusoidal
8,-4.6769715628944315,0.21,Sinusoidal
9,-4.603438193411044,0.21,Sinusoidal
10,-4.655433174300898,0.21,Sinusoidal
11,-4.9096525225212035,0.21,Sinusoidal
12,-4.851955600203253,0.21,Sinusoidal
13,-4.79103392712538,0.21,Sinusoidal
14,-4.8358723245538595,0.21,Sinusoidal
15,-4.8893033391830825,0.21,Sinusoidal
16,-4.993291842319939,0.21,Sinusoidal
17,-4.884774001043885,0.21,Sinusoidal
18,-5.002663442414592,0.21,Sinusoidal
19,-4.900705746472346,0.21,Sinusoidal
20,-5.090773302757116,0.21,Sinusoidal
21,-5.24699863181332,0.21,Sinusoidal
22,-4.804256994273864,0.21,Sinusoidal
23,-4.612026540611011,0.21,Sinusoidal
24,-4.7480442552539035,0.21,Sinusoidal
25,-4.428321679640872,0.21,Sinusoidal
26,-4.42781625599281,0.21,Sinusoidal
27,-4.7211527468008825,0.21,Sinusoidal
28,-4.486054056504705,0.21,Sinusoidal
29,-4.1071534127171025,0.21,Sinusoidal
30,-4.4687958961170695,0.21,Sinusoidal
31,-4.094388515365437,0.21,Sinusoidal
32,-4.294018263022982,0.21,Sinusoidal
33,-4.058030941189342,0.21,Sinusoidal
34,-4.152640015900383,0.21,Sinusoidal
35,-4.472381128105044,0.21,Sinusoidal
36,-4.275914361463387,0.21,Sinusoidal
37,-4.1792773574943425,0.21,Sinusoidal
38,-4.19558288807472,0.21,Sinusoidal
39,-4.6387682015180784,0.21,Sinusoidal
40,-4.407575760452073,0.21,Sinusoidal
41,-4.970307379373562,0.21,Sinusoidal
42,-4.439253740052735,0.21,Sinusoidal
43,-4.497799683290481,0.21,Sinusoidal
44,-4.673364840757354,0.21,Sinusoidal
45,-4.552333549139224,0.21,Sinusoidal
46,-4.635569690424788,0.21,Sinusoidal
47,-4.679349956311684,0.21,Sinusoidal
48,-4.751200545082461,0.21,Sinusoidal
49,-4.813037386450832,0.21,Sinusoidal
50,-4.916843462056863,0.21,Sinusoidal
51,-5.4018541347519635,0.21,Sinusoidal
52,-4.891798884443556,0.21,Sinusoidal
53,-4.846009844984929,0.21,Sinusoidal
54,-5.540740393549331,0.21,Sinusoidal
55,-4.764244706553876,0.21,Sinusoidal
56,-4.722025327101133,0.21,Sinusoidal
57,-5.003323107183568,0.21,Sinusoidal
58,-4.660256902293931,0.21,Sinusoidal
59,-4.484239042807826,0.21,Sinusoidal
60,-4.436323711615059,0.21,Sinusoidal
61,-4.484083168970236,0.21,Sinusoidal
62,-4.322873946023523,0.21,Sinusoidal
63,-4.329727403228322,0.21,Sinusoidal
64,-4.109760361396213,0.21,Sinusoidal
65,-4.4944951747935304,0.21,Sinusoidal
66,-4.113802572001839,0.21,Sinusoidal
67,-4.138781702833026,0.21,Sinusoidal
68,-3.978389472253748,0.21,Sinusoidal
69,-4.236186670783623,0.21,Sinusoidal
70,-4.012914753950038,0.21,Sinusoidal
71,-4.1266975217821535,0.21,Sinusoidal
72,-4.0676006912768585,0.21,Sinusoidal
73,-4.286827727805703,0.21,Sinusoidal
74,-4.171098116254633,0.21,Sinusoidal
75,-4.143921716148524,0.21,Sinusoidal
76,-4.454087501487297,0.21,Sinusoidal
77,-4.405989969575382,0.21,Sinusoidal
78,-4.498661775488305,0.21,Sinusoidal
79,-4.498738708548087,0.21,Sinusoidal
80,-4.568730394146651,0.21,Sinusoidal
81,-4.653516630219314,0.21,Sinusoidal
82,-5.983223530737992,0.21,Sinusoidal
83,-4.7176492281587965,0.21,Sinusoidal
84,-4.652031206079068,0.21,Sinusoidal
85,-5.130988714465576,0.21,Sinusoidal
86,-4.728889344715792,0.21,Sinusoidal
87,-4.713507361439402,0.21,Sinusoidal
88,-4.844033076746192,0.21,Sinusoidal
89,-4.722631830574559,0.21,Sinusoidal
90,-5.6404167533960745,0.21,Sinusoidal
91,-4.597290596564014,0.21,Sinusoidal
92,-4.6359633089255095,0.21,Sinusoidal
93,-4.46999815542265,0.21,Sinusoidal
94,-4.444206269954038,0.21,Sinusoidal
95,-4.219410051098021,0.21,Sinusoidal
96,-4.141756444810697,0.21,Sinusoidal
97,-4.0322656279653994,0.21,Sinusoidal
98,-4.262060301957413,0.21,Sinusoidal
99,-4.20402002287351,0.21,Sinusoidal
100,-4.501675678969989,0.21,Sinusoidal
1,0.0,0.22,Sinusoidal
2,-6.999004031540566,0.22,Sinusoidal
3,-4.258647121015301,0.22,Sinusoidal
4,-4.5988857598477,0.22,Sinusoidal
5,-4.458501339472797,0.22,Sinusoidal
6,-4.479447114221017,0.22,Sinusoidal
7,-4.488977881965103,0.22,Sinusoidal
8,-4.70030461312955,0.22,Sinusoidal
9,-4.638044855922272,0.22,Sinusoidal
10,-4.6923269434559,0.22,Sinusoidal
11,-4.931720895781921,0.22,Sinusoidal
12,-4.880868875690266,0.22,Sinusoidal
13,-4.829332260772948,0.22,Sinusoidal
14,-4.873686708781826,0.22,Sinusoidal
15,-4.926021787355061,0.22,Sinusoidal
16,-5.023473393680057,0.22,Sinusoidal
17,-4.923420752807492,0.22,Sinusoidal
18,-5.035206346129052,0.22,Sinusoidal
19,-4.938886001421133,0.22,Sinusoidal
20,-5.114182963182263,0.22,Sinusoidal
21,-5.249749673423104,0.22,Sinusoidal
22,-4.831847355647554,0.22,Sinusoidal
23,-4.650196475610746,0.22,Sinusoidal
24,-4.773664255289648,0.22,Sinusoidal
25,-4.466015046452404,0.22,Sinusoidal
26,-4.4600949366564056,0.22,Sinusoidal
27,-4.72683855912318,0.22,Sinusoidal
28,-4.512509919378833,0.22,Sinusoidal
29,-4.142576715875478,0.22,Sinusoidal
30,-4.476095959137963,0.22,Sinusoidal
31,-4.128505779723274,0.22,Sinusoidal
32,-4.311015372849717,0.22,Sinusoidal
33,-4.093188731185205,0.22,Sinusoidal
34,-4.178123827698763,0.22,Sinusoidal
35,-4.475519886306591,0.22,Sinusoidal
36,-4.294888580274376,0.22,Sinusoidal
37,-4.213773478010826,0.22,Sinusoidal
38,-4.225896497129406,0.22,Sinusoidal
39,-4.641407833566851,0.22,Sinusoidal
40,-4.43828739809185,0.22,Sinusoidal
41,-4.965121104380509,0.22,Sinusoidal
42,-4.468414309814102,0.22,Sinusoidal
43,-4.529976676269495,0.22,Sinusoidal
44,-4.700989533147327,0.22,Sinusoidal
45,-4.587506866540615,0.22,Sinusoidal
46,-4.669694099019915,0.22,Sinusoidal
47,-4.716128410413692,0.22,Sinusoidal
48,-4.7862320503387705,0.22,Sinusoidal
49,-4.849668120653214,0.22,Sinusoidal
50,-4.947453600518816,0.22,Sinusoidal
51,-5.393447997228432,0.22,Sinusoidal
52,-4.923689312706983,0.22,Sinusoidal
53,-4.883333669132421,0.22,Sinusoidal
54,-5.52881100715915,0.22,Sinusoidal
55,-4.7998050397494385,0.22,Sinusoidal
56,-4.760779017953039,0.22,Sinusoidal
57,-5.018760282125197,0.22,Sinusoidal
58,-4.6901865262920435,0.22,Sinusoidal
59,-4.522232837485334,0.22,Sinusoidal
60,-4.473998795260476,0.22,Sinusoidal
61,-4.5113441357682795,0.22,Sinusoidal
62,-4.353385508351181,0.22,Sinusoidal
63,-4.358414389397145,0.22,Sinusoidal
64,-4.141721400423388,0.22,Sinusoidal
65,-4.496785158247514,0.22,Sinusoidal
66,-4.149121788343529,0.22,Sinusoidal
67,-4.162218853159562,0.22,Sinusoidal
68,-4.010415115014985,0.22,Sinusoidal
69,-4.248990887783864,0.22,Sinusoidal
70,-4.041905998327626,0.22,Sinusoidal
71,-4.148181439863262,0.22,Sinusoidal
72,-4.094927783858613,0.22,Sinusoidal
73,-4.301289551684596,0.22,Sinusoidal
74,-4.197329915008511,0.22,Sinusoidal
75,-4.1777596903304595,0.22,Sinusoidal
76,-4.469884889718782,0.22,Sinusoidal
77,-4.427760400681288,0.22,Sinusoidal
78,-4.526484038615589,0.22,Sinusoidal
79,-4.526106986028145,0.22,Sinusoidal
80,-4.594241600803983,0.22,Sinusoidal
81,-4.680203871539106,0.22,Sinusoidal
82,-5.928276254009188,0.22,Sinusoidal
83,-4.749531071650598,0.22,Sinusoidal
84,-4.6890690326959,0.22,Sinusoidal
85,-5.136506372841587,0.22,Sinusoidal
86,-4.7626288468153835,0.22,Sinusoidal
87,-4.751435828574847,0.22,Sinusoidal
88,-4.872815537871549,0.22,Sinusoidal
89,-4.75932014801359,0.22,Sinusoidal
90,-5.60979442034578,0.22,Sinusoidal
91,-4.630509359145815,0.22,Sinusoidal
92,-4.664341788590499,0.22,Sinusoidal
93,-4.503411455959545,0.22,Sinusoidal
94,-4.472702230768585,0.22,Sinusoidal
95,-4.255289591778445,0.22,Sinusoidal
96,-4.177197091285452,0.22,Sinusoidal
97,-4.067751965292597,0.22,Sinusoidal
98,-4.277421114985642,0.22,Sinusoidal
99,-4.226938248495416,0.22,Sinusoidal
100,-4.499171917916691,0.22,Sinusoidal
1,0.0,0.23,Sinusoidal
2,-6.998960024259631,0.23,Sinusoidal
3,-4.291270952597288,0.23,Sinusoidal
4,-4.61070416918098,0.23,Sinusoidal
5,-4.48209914859353,0.23,Sinusoidal
6,-4.508315139536721,0.23,Sinusoidal
7,-4.523999313843764,0.23,Sinusoidal
8,-4.723755074090272,0.23,Sinusoidal
9,-4.671926026090993,0.23,Sinusoidal
10,-4.728144608914844,0.23,Sinusoidal
11,-4.95423267649289,0.23,Sinusoidal
12,-4.90910379606459,0.23,Sinusoidal
13,-4.866445402723811,0.23,Sinusoidal
14,-4.910367524084406,0.23,Sinusoidal
15,-4.9617547144076655,0.23,Sinusoidal
16,-5.053444917072772,0.23,Sinusoidal
17,-4.960834937142214,0.23,Sinusoidal
18,-5.067220818894372,0.23,Sinusoidal
19,-4.975967739156159,0.23,Sinusoidal
20,-5.138154174484627,0.23,Sinusoidal
21,-5.255700254508396,0.23,Sinusoidal
22,-4.8597848850091925,0.23,Sinusoidal
23,-4.687027863808898,0.23,Sinusoidal
24,-4.79938864145638,0.23,Sinusoidal
25,-4.502398080851518,0.23,Sinusoidal
26,-4.49167201821457,0.23,Sinusoidal
27,-4.733606105774245,0.23,Sinusoidal
28,-4.538469596982808,0.23,Sinusoidal
29,-4.176715046990969,0.23,Sinusoidal
30,-4.484591463966723,0.23,Sinusoidal
31,-4.161920451973225,0.23,Sinusoidal
32,-4.328835502596509,0.23,Sinusoidal
33,-4.127471382386392,0.23,Sinusoidal
34,-4.203547880159325,0.23,Sinusoidal
35,-4.480923002905685,0.23,Sinusoidal
36,-4.315036057761839,0.23,Sinusoidal
37,-4.2471807150618766,0.23,Sinusoidal
38,-4.2555984255516375,0.23,Sinusoidal
39,-4.6460774347157425,0.23,Sinusoidal
40,-4.467984436065143,0.23,Sinusoidal
41,-4.961827314841196,0.23,Sinusoidal
42,-4.497622281301759,0.23,Sinusoidal
43,-4.561644808250529,0.23,Sinusoidal
44,-4.728226731662924,0.23,Sinusoidal
45,-4.6217975342047355,0.23,Sinusoidal
46,-4.702953674891055,0.23,Sinusoidal
47,-4.751847085530996,0.23,Sinusoidal
48,-4.820348019979017,0.23,Sinusoidal
49,-4.8852488852650335,0.23,Sinusoidal
50,-4.977754664688931,0.23,Sinusoidal
51,-5.389261933261244,0.23,Sinusoidal
52,-4.954508673871885,0.23,Sinusoidal
53,-4.91963837682051,0.23,Sinusoidal
54,-5.52093804400555,0.23,Sinusoidal
55,-4.834700445334984,0.23,Sinusoidal
56,-4.798323210323888,0.23,Sinusoidal
57,-5.035550191892849,0.23,Sinusoidal
58,-4.720073663535608,0.23,Sinusoidal
59,-4.558982542687632,0.23,Sinusoidal
60,-4.510460555744153,0.23,Sinusoidal
61,-4.5385160082224925,0.23,Sinusoidal
62,-4.382891498153987,0.23,Sinusoidal
63,-4.386607125355469,0.23,Sinusoidal
64,-4.172514587810633,0.23,Sinusoidal
65,-4.5010009170532514,0.23,Sinusoidal
66,-4.183152902217653,0.23,Sinusoidal
67,-4.185367314807919,0.23,Sinusoidal
68,-4.041849399065779,0.23,Sinusoidal
69,-4.262919798467543,0.23,Sinusoidal
70,-4.07078739896434,0.23,Sinusoidal
71,-4.170144833326819,0.23,Sinusoidal
72,-4.122240783562896,0.23,Sinusoidal
73,-4.316908556328722,0.23,Sinusoidal
74,-4.223757889083131,0.23,Sinusoidal
75,-4.2107395783410215,0.23,Sinusoidal
76,-4.486354640326095,0.23,Sinusoidal
77,-4.450188594750034,0.23,Sinusoidal
78,-4.553628561447057,0.23,Sinusoidal
79,-4.552908450516911,0.23,Sinusoidal
80,-4.619871826454079,0.23,Sinusoidal
81,-4.707019790036969,0.23,Sinusoidal
82,-5.880556368921271,0.23,Sinusoidal
83,-4.779915932041978,0.23,Sinusoidal
84,-4.725070840497364,0.23,Sinusoidal
85,-5.144142986928427,0.23,Sinusoidal
86,-4.795246285530356,0.23,Sinusoidal
87,-4.788222542565717,0.23,Sinusoidal
88,-4.901442184564504,0.23,Sinusoidal
89,-4.794874346993202,0.23,Sinusoidal
90,-5.585282898670735,0.23,Sinusoidal
91,-4.663396437296802,0.23,Sinusoidal
92,-4.692768564886058,0.23,Sinusoidal
93,-4.536235120245403,0.23,Sinusoidal
94,-4.501089886009257,0.23,Sinusoidal
95,-4.2900392513436065,0.23,Sinusoidal
96,-4.211505333610076,0.23,Sinusoidal
97,-4.101984949936086,0.23,Sinusoidal
98,-4.293173273515866,0.23,Sinusoidal
99,-4.249578907454343,0.23,Sinusoidal
100,-4.497466968425756,0.23,Sinusoidal
1,0.0,0.24,Sinusoidal
2,-6.998889025047568,0.24,Sinusoidal
3,-4.323205390062438,0.24,Sinusoidal
4,-4.623381045898175,0.24,Sinusoidal
5,-4.506133036705509,0.24,Sinusoidal
6,-4.536996240714922,0.24,Sinusoidal
7,-4.558026060621252,0.24,Sinusoidal
8,-4.747236466391481,0.24,Sinusoidal
9,-4.705066158181615,0.24,Sinusoidal
10,-4.762934141765599,0.24,Sinusoidal
11,-4.977049582558935,0.24,Sinusoidal
12,-4.936716421850691,0.24,Sinusoidal
13,-4.902428553557557,0.24,Sinusoidal
14,-4.945965377795082,0.24,Sinusoidal
15,-4.996527918857427,0.24,Sinusoidal
16,-5.083115724438598,0.24,Sinusoidal
17,-4.997079089469457,0.24,Sinusoidal
18,-5.098666555873083,0.24,Sinusoidal
19,-5.011980650245979,0.24,Sinusoidal
20,-5.162480497810752,0.24,Sinusoidal
21,-5.264212812793422,0.24,Sinusoidal
22,-4.887813568688807,0.24,Sinusoidal
23,-4.722569106255974,0.24,Sinusoidal
24,-4.825060686720079,0.24,Sinusoidal
25,-4.537485935762253,0.24,Sinusoidal
26,-4.522476002831973,0.24,Sinusoidal
27,-4.74127379677948,0.24,Sinusoidal
28,-4.56391837246263,0.24,Sinusoidal
29,-4.209589044530867,0.24,Sinusoidal
30,-4.494060680933756,0.24,Sinusoidal
31,-4.194565869836807,0.24,Sinusoidal
32,-4.347242788820983,0.24,Sinusoidal
33,-4.160868201126942,0.24,Sinusoidal
34,-4.228815360532542,0.24,Sinusoidal
35,-4.488205560539952,0.24,Sinusoidal
36,-4.336046722221818,0.24,Sinusoidal
37,-4.27957840972406,0.24,Sinusoidal
38,-4.284690407572987,0.24,Sinusoidal
39,-4.652476318361298,0.24,Sinusoidal
40,-4.496772112859568,0.24,Sinusoidal
41,-4.960214958262469,0.24,Sinusoidal
42,-4.52673439014696,0.24,Sinusoidal
43,-4.592759481044005,0.24,Sinusoidal
44,-4.755082506622085,0.24,Sinusoidal
45,-4.655224266050917,0.24,Sinusoidal
46,-4.735382471223804,0.24,Sinusoidal
47,-4.786550628308539,0.24,Sinusoidal
48,-4.85358016433045,0.24,Sinusoidal
49,-4.919824718103299,0.24,Sinusoidal
50,-5.007680263725335,0.24,Sinusoidal
51,-5.388567065816008,0.24,Sinusoidal
52,-4.9843779792384995,0.24,Sinusoidal
53,-4.954951118492393,0.24,Sinusoidal
54,-5.516508983486564,0.24,Sinusoidal
55,-4.868862990787609,0.24,Sinusoidal
56,-4.834700100146061,0.24,Sinusoidal
57,-5.053380255329555,0.24,Sinusoidal
58,-4.749738382487795,0.24,Sinusoidal
59,-4.5945074491757145,0.24,Sinusoidal
60,-4.545724654348468,0.24,Sinusoidal
61,-4.565454502842062,0.24,Sinusoidal
62,-4.4114190535431845,0.24,Sinusoidal
63,-4.414241909556254,0.24,Sinusoidal
64,-4.202172776787219,0.24,Sinusoidal
65,-4.506807343538646,0.24,Sinusoidal
66,-4.215970827669127,0.24,Sinusoidal
67,-4.2081701329058205,0.24,Sinusoidal
68,-4.072641138878684,0.24,Sinusoidal
69,-4.2777301788563875,0.24,Sinusoidal
70,-4.099440572006411,0.24,Sinusoidal
71,-4.192413106802141,0.24,Sinusoidal
72,-4.149426893959505,0.24,Sinusoidal
73,-4.333434922350648,0.24,Sinusoidal
74,-4.250232636626273,0.24,Sinusoidal
75,-4.242889430418112,0.24,Sinusoidal
76,-4.503352889689464,0.24,Sinusoidal
77,-4.473074345539275,0.24,Sinusoidal
78,-4.5801671311057905,0.24,Sinusoidal
79,-4.579169814061478,0.24,Sinusoidal
80,-4.645518847897002,0.24,Sinusoidal
81,-4.733832530292333,0.24,Sinusoidal
82,-5.839259433090996,0.24,Sinusoidal
83,-4.809004929040382,0.24,Sinusoidal
84,-4.760073364133062,0.24,Sinusoidal
85,-5.153547322484908,0.24,Sinusoidal
86,-4.826842257595412,0.24,Sinusoidal
87,-4.823915476227463,0.24,Sinusoidal
88,-4.929830936396543,0.24,Sinusoidal
89,-4.8293582129986605,0.24,Sinusoidal
90,-5.5659762580328795,0.24,Sinusoidal
91,-4.69581019363703,0.24,Sinusoidal
92,-4.721071517143832,0.24,Sinusoidal
93,-4.568383123220902,0.24,Sinusoidal
