t,swll,k,simulation
95,-29.542464558627103,16,Sinusoidal
96,-26.382525638485447,16,Sinusoidal
97,-20.566661682333518,16,Sinusoidal
98,-9.45192517944605,16,Sinusoidal
99,-15.760885555334369,16,Sinusoidal
100,-4.312456226945869,16,Sinusoidal
1,0.0,17,Sinusoidal
2,0.0,17,Sinusoidal
3,-23.519852000689355,17,Sinusoidal
4,-6.060275076000039,17,Sinusoidal
5,-3.929683037078462,17,Sinusoidal
6,-3.5620327090611,17,Sinusoidal
7,-3.6690720371072985,17,Sinusoidal
8,-4.1665362304469795,17,Sinusoidal
9,-4.255456247757365,17,Sinusoidal
10,-3.9590751915415012,17,Sinusoidal
11,-4.332837107017099,17,Sinusoidal
12,-3.8695924905051697,17,Sinusoidal
13,-3.7170082900829584,17,Sinusoidal
14,-3.7578114839016052,17,Sinusoidal
15,-4.140250445040692,17,Sinusoidal
16,-6.32861841963836,17,Sinusoidal
17,-5.456543758540647,17,Sinusoidal
18,-7.1757913503066675,17,Sinusoidal
19,-8.122971491678413,17,Sinusoidal
20,-16.385590600800583,17,Sinusoidal
21,-32.92726932824917,17,Sinusoidal
22,-39.07102927872347,17,Sinusoidal
23,-29.60020144386317,17,Sinusoidal
24,-39.844923094791966,17,Sinusoidal
25,-32.763496107589845,17,Sinusoidal
26,-35.45725955643786,17,Sinusoidal
27,-13.898112095180636,17,Sinusoidal
28,-22.941227688434935,17,Sinusoidal
29,-16.68441190734461,17,Sinusoidal
30,-6.028221555272012,17,Sinusoidal
31,-4.746593306271166,17,Sinusoidal
32,-3.217401702483471,17,Sinusoidal
33,-3.214287335427059,17,Sinusoidal
34,-4.92758118868818,17,Sinusoidal
35,-11.653189719987722,17,Sinusoidal
36,-16.95655665276405,17,Sinusoidal
37,-12.301366220954776,17,Sinusoidal
38,-15.818479166549821,17,Sinusoidal
39,-27.317705614415217,17,Sinusoidal
40,-13.87287187021326,17,Sinusoidal
41,-30.43632441294551,17,Sinusoidal
42,-27.51905121989887,17,Sinusoidal
43,-25.60137049017476,17,Sinusoidal
44,-12.988914376969092,17,Sinusoidal
45,-10.214516518012488,17,Sinusoidal
46,-10.02905440059726,17,Sinusoidal
47,-6.691947437223121,17,Sinusoidal
48,-7.0522199202050615,17,Sinusoidal
49,-4.574215671072125,17,Sinusoidal
50,-3.772920539416077,17,Sinusoidal
51,-11.39373604495438,17,Sinusoidal
52,-5.9221806300568005,17,Sinusoidal
53,-5.18762514059506,17,Sinusoidal
54,-19.407452356702834,17,Sinusoidal
55,-19.62785194479875,17,Sinusoidal
56,-17.758949085725817,17,Sinusoidal
57,-31.30075883894301,17,Sinusoidal
58,-34.503451916669746,17,Sinusoidal
59,-28.771731114046702,17,Sinusoidal
60,-26.298437245593618,17,Sinusoidal
61,-32.123263273739894,17,Sinusoidal
62,-18.917284560602923,17,Sinusoidal
63,-24.534497459548106,17,Sinusoidal
64,-14.908602182089282,17,Sinusoidal
65,-5.18069109446094,17,Sinusoidal
66,-7.138078681395086,17,Sinusoidal
67,-3.440622895194224,17,Sinusoidal
68,-3.1342427421644175,17,Sinusoidal
69,-4.551554908516721,17,Sinusoidal
70,-5.872040302738242,17,Sinusoidal
71,-9.426412641190154,17,Sinusoidal
72,-11.6035573001231,17,Sinusoidal
73,-18.959301683646117,17,Sinusoidal
74,-20.718417417801277,17,Sinusoidal
75,-16.85237225009081,17,Sinusoidal
76,-25.615917678660765,17,Sinusoidal
77,-28.598096615614054,17,Sinusoidal
78,-14.089951793557475,17,Sinusoidal
79,-19.203896991136048,17,Sinusoidal
80,-20.514402880358034,17,Sinusoidal
81,-21.68005132158555,17,Sinusoidal
82,-3.543082948441338,17,Sinusoidal
83,-5.213575460737843,17,Sinusoidal
84,-4.248360086208095,17,Sinusoidal
85,-5.861988873710857,17,Sinusoidal
86,-4.064001766207184,17,Sinusoidal
87,-4.898490640926866,17,Sinusoidal
88,-8.572076419957966,17,Sinusoidal
89,-6.42890007802589,17,Sinusoidal
90,-24.921224755634398,17,Sinusoidal
91,-24.50003921796292,17,Sinusoidal
92,-30.81659868848783,17,Sinusoidal
93,-31.578472163567255,17,Sinusoidal
94,-35.523989467465526,17,Sinusoidal
95,-31.150628763849966,17,Sinusoidal
96,-28.525582497572827,17,Sinusoidal
97,-23.09566921530177,17,Sinusoidal
98,-10.11434530036962,17,Sinusoidal
99,-17.427932146190813,17,Sinusoidal
100,-4.978663548218492,17,Sinusoidal
1,0.0,18,Sinusoidal
2,0.0,18,Sinusoidal
3,-23.519852000689355,18,Sinusoidal
4,-6.060275076000039,18,Sinusoidal
5,-3.929683037078462,18,Sinusoidal
6,-3.5620327090611,18,Sinusoidal
7,-3.6690720371072985,18,Sinusoidal
8,-4.1665362304469795,18,Sinusoidal
9,-4.255456247757365,18,Sinusoidal
10,-3.9590751915415012,18,Sinusoidal
11,-4.332837107017099,18,Sinusoidal
12,-3.8695924905051697,18,Sinusoidal
13,-3.7170082900829584,18,Sinusoidal
14,-3.7578114839016052,18,Sinusoidal
15,-4.140250445040692,18,Sinusoidal
16,-6.32861841963836,18,Sinusoidal
17,-5.456543758540647,18,Sinusoidal
18,-8.806529005634957,18,Sinusoidal
19,-7.685865311153066,18,Sinusoidal
20,-15.645475648231013,18,Sinusoidal
21,-32.73006176461206,18,Sinusoidal
22,-39.38741056081608,18,Sinusoidal
23,-30.278352736336387,18,Sinusoidal
24,-40.61914327248178,18,Sinusoidal
25,-34.275560594944636,18,Sinusoidal
26,-37.349605307408126,18,Sinusoidal
27,-15.146550619089851,18,Sinusoidal
28,-24.11698829339116,18,Sinusoidal
29,-18.333167639827764,18,Sinusoidal
30,-6.88213576143545,18,Sinusoidal
31,-5.454134286213787,18,Sinusoidal
32,-3.1875519950149283,18,Sinusoidal
33,-3.1413525561416122,18,Sinusoidal
34,-4.252341521998801,18,Sinusoidal
35,-10.226386438839143,18,Sinusoidal
36,-15.011492062293257,18,Sinusoidal
37,-11.256308783433838,18,Sinusoidal
38,-15.630009709082572,18,Sinusoidal
39,-27.97615255418083,18,Sinusoidal
40,-14.29950131586213,18,Sinusoidal
41,-32.66322924153417,18,Sinusoidal
42,-30.064830310446496,18,Sinusoidal
43,-29.08366498770249,18,Sinusoidal
44,-14.64452561387725,18,Sinusoidal
45,-12.368005673861603,18,Sinusoidal
46,-12.16915075890438,18,Sinusoidal
47,-7.852792926488519,18,Sinusoidal
48,-8.277321101377765,18,Sinusoidal
49,-5.08335102767353,18,Sinusoidal
50,-3.6881034666793084,18,Sinusoidal
51,-10.396049850261647,18,Sinusoidal
52,-5.618974315246987,18,Sinusoidal
53,-5.03474707353962,18,Sinusoidal
54,-18.712079158862934,18,Sinusoidal
55,-19.2442863599872,18,Sinusoidal
56,-18.046720154007744,18,Sinusoidal
57,-31.129544644469547,18,Sinusoidal
58,-35.66961355104115,18,Sinusoidal
59,-30.09490300841958,18,Sinusoidal
60,-27.918946315868084,18,Sinusoidal
61,-33.501123989933205,18,Sinusoidal
62,-20.13455614958491,18,Sinusoidal
63,-26.35890483670812,18,Sinusoidal
64,-16.358152722978446,18,Sinusoidal
65,-6.0205748930530945,18,Sinusoidal
66,-8.293962231091939,18,Sinusoidal
67,-3.8087950142498244,18,Sinusoidal
68,-3.2252202047486094,18,Sinusoidal
69,-4.011777245552764,18,Sinusoidal
70,-4.945859943230801,18,Sinusoidal
71,-8.714131293037951,18,Sinusoidal
72,-10.802827824370297,18,Sinusoidal
73,-17.825712294856714,18,Sinusoidal
74,-20.69590703700129,18,Sinusoidal
75,-17.434645114188356,18,Sinusoidal
76,-26.680474851295344,18,Sinusoidal
77,-30.384605271649207,18,Sinusoidal
78,-16.0372456018834,18,Sinusoidal
79,-21.37149406891433,18,Sinusoidal
80,-23.804062719537114,18,Sinusoidal
81,-24.97861079467441,18,Sinusoidal
82,-3.732861374388335,18,Sinusoidal
83,-6.187704047084139,18,Sinusoidal
84,-4.758254332000774,18,Sinusoidal
85,-5.1593975935949175,18,Sinusoidal
86,-3.853477159520594,18,Sinusoidal
87,-4.559794885958695,18,Sinusoidal
88,-8.091842350927323,18,Sinusoidal
89,-6.151414176808316,18,Sinusoidal
90,-24.717113983017157,18,Sinusoidal
91,-24.572283583109765,18,Sinusoidal
92,-30.90073092020839,18,Sinusoidal
93,-32.44245697801273,18,Sinusoidal
94,-36.97955352088866,18,Sinusoidal
95,-32.04389992100579,18,Sinusoidal
96,-30.076832958320097,18,Sinusoidal
97,-25.01514059087242,18,Sinusoidal
98,-11.704355298130736,18,Sinusoidal
99,-18.35443248026843,18,Sinusoidal
100,-5.656317048309518,18,Sinusoidal
1,0.0,19,Sinusoidal
2,0.0,19,Sinusoidal
3,-23.519852000689355,19,Sinusoidal
4,-6.060275076000039,19,Sinusoidal
5,-3.929683037078462,19,Sinusoidal
6,-3.5620327090611,19,Sinusoidal
7,-3.6690720371072985,19,Sinusoidal
8,-4.1665362304469795,19,Sinusoidal
9,-4.255456247757365,19,Sinusoidal
10,-3.9590751915415012,19,Sinusoidal
11,-4.332837107017099,19,Sinusoidal
12,-3.8695924905051697,19,Sinusoidal
13,-3.7170082900829584,19,Sinusoidal
14,-3.7578114839016052,19,Sinusoidal
15,-4.140250445040692,19,Sinusoidal
16,-6.32861841963836,19,Sinusoidal
17,-5.456543758540647,19,Sinusoidal
18,-8.806529005634957,19,Sinusoidal
19,-9.299591578986224,19,Sinusoidal
20,-15.030954636751403,19,Sinusoidal
21,-31.824294406231047,19,Sinusoidal
22,-39.33895791130374,19,Sinusoidal
23,-30.658900252064086,19,Sinusoidal
24,-41.48653256517048,19,Sinusoidal
25,-35.05846310499078,19,Sinusoidal
26,-38.94780669877463,19,Sinusoidal
27,-16.31943152591566,19,Sinusoidal
28,-25.735027796757663,19,Sinusoidal
29,-19.353006522243845,19,Sinusoidal
30,-7.75341334781757,19,Sinusoidal
31,-6.183129710383753,19,Sinusoidal
32,-3.284957326119752,19,Sinusoidal
33,-3.18324123219827,19,Sinusoidal
34,-3.838303553735443,19,Sinusoidal
35,-8.851893850454587,19,Sinusoidal
36,-13.430798197723448,19,Sinusoidal
37,-9.924079885482001,19,Sinusoidal
38,-14.516571985783003,19,Sinusoidal
39,-27.88845158738411,19,Sinusoidal
40,-14.834757262707,19,Sinusoidal
41,-33.611555776982186,19,Sinusoidal
42,-32.474198039836665,19,Sinusoidal
43,-31.904240387239383,19,Sinusoidal
44,-17.156457472533134,19,Sinusoidal
45,-14.009699473049409,19,Sinusoidal
46,-14.590920939033253,19,Sinusoidal
47,-9.57148606622252,19,Sinusoidal
48,-9.661762326012877,19,Sinusoidal
49,-5.868731439535509,19,Sinusoidal
50,-3.7159391399071637,19,Sinusoidal
51,-9.311054072797447,19,Sinusoidal
52,-5.173352378728623,19,Sinusoidal
53,-4.8260783955529405,19,Sinusoidal
54,-18.324587351794662,19,Sinusoidal
55,-18.678535851290917,19,Sinusoidal
56,-17.77978389263353,19,Sinusoidal
57,-31.60233871834862,19,Sinusoidal
58,-35.62609628592031,19,Sinusoidal
59,-31.214036162254843,19,Sinusoidal
60,-29.217243456737947,19,Sinusoidal
61,-35.289315043208205,19,Sinusoidal
62,-21.2050182651858,19,Sinusoidal
63,-27.764140934281045,19,Sinusoidal
64,-17.771326447980073,19,Sinusoidal
65,-6.742195661145615,19,Sinusoidal
66,-9.496080510489662,19,Sinusoidal
67,-4.315224551800384,19,Sinusoidal
68,-3.472608374317531,19,Sinusoidal
69,-3.7665787561513184,19,Sinusoidal
70,-4.3611365471962245,19,Sinusoidal
71,-7.421418721727662,19,Sinusoidal
72,-10.086908189052679,19,Sinusoidal
73,-16.87328244661569,19,Sinusoidal
74,-19.671648346528173,19,Sinusoidal
75,-17.539622113888015,19,Sinusoidal
76,-27.62704213352174,19,Sinusoidal
77,-31.791565937445853,19,Sinusoidal
78,-17.395861729096055,19,Sinusoidal
79,-24.004435477079596,19,Sinusoidal
80,-26.407897067168165,19,Sinusoidal
81,-28.771767924083633,19,Sinusoidal
82,-4.193246187990326,19,Sinusoidal
83,-7.124635497246231,19,Sinusoidal
84,-5.556760474263456,19,Sinusoidal
85,-4.5802235839030345,19,Sinusoidal
86,-3.678355723933123,19,Sinusoidal
87,-4.263360592251161,19,Sinusoidal
88,-7.504529343505396,19,Sinusoidal
89,-5.84789442050203,19,Sinusoidal
90,-24.101849764189865,19,Sinusoidal
91,-24.487307080289497,19,Sinusoidal
92,-31.09244915330737,19,Sinusoidal
93,-32.63970195955898,19,Sinusoidal
94,-37.96428897024657,19,Sinusoidal
95,-33.426359756304294,19,Sinusoidal
96,-30.97516919486293,19,Sinusoidal
97,-26.42512926196258,19,Sinusoidal
98,-12.954995081161655,19,Sinusoidal
99,-20.45657216852163,19,Sinusoidal
100,-6.064409242066404,19,Sinusoidal
1,0.0,20,Sinusoidal
2,0.0,20,Sinusoidal
3,-23.519852000689355,20,Sinusoidal
4,-6.060275076000039,20,Sinusoidal
5,-3.929683037078462,20,Sinusoidal
6,-3.5620327090611,20,Sinusoidal
7,-3.6690720371072985,20,Sinusoidal
8,-4.1665362304469795,20,Sinusoidal
9,-4.255456247757365,20,Sinusoidal
10,-3.9590751915415012,20,Sinusoidal
11,-4.332837107017099,20,Sinusoidal
12,-3.8695924905051697,20,Sinusoidal
13,-3.7170082900829584,20,Sinusoidal
14,-3.7578114839016052,20,Sinusoidal
15,-4.140250445040692,20,Sinusoidal
16,-6.32861841963836,20,Sinusoidal
17,-5.456543758540647,20,Sinusoidal
18,-8.806529005634957,20,Sinusoidal
19,-9.299591578986224,20,Sinusoidal
20,-17.444024247119614,20,Sinusoidal
21,-31.067707057395978,20,Sinusoidal
22,-38.5489780292022,20,Sinusoidal
23,-30.73118732808416,20,Sinusoidal
24,-42.02017340397413,20,Sinusoidal
25,-35.91309162680034,20,Sinusoidal
26,-39.82028914754687,20,Sinusoidal
27,-17.332262957123362,20,Sinusoidal
28,-27.23313541972061,20,Sinusoidal
29,-20.739092937273824,20,Sinusoidal
30,-8.319833099554842,20,Sinusoidal
31,-6.93277234046144,20,Sinusoidal
32,-3.4706969851790177,20,Sinusoidal
33,-3.3319859650725903,20,Sinusoidal
34,-3.5057034642892404,20,Sinusoidal
35,-7.879079788332149,20,Sinusoidal
36,-11.850588086339144,20,Sinusoidal
37,-8.84642606121173,20,Sinusoidal
38,-13.023216609362976,20,Sinusoidal
39,-26.463000696525796,20,Sinusoidal
40,-14.885279487176206,20,Sinusoidal
41,-34.71651241071129,20,Sinusoidal
42,-33.66585449488889,20,Sinusoidal
43,-34.603840778283825,20,Sinusoidal
44,-19.291154591560712,20,Sinusoidal
45,-16.47510092946095,20,Sinusoidal
46,-16.46882586439574,20,Sinusoidal
47,-11.577990326165036,20,Sinusoidal
48,-11.65353750588315,20,Sinusoidal
49,-6.81729084267738,20,Sinusoidal
50,-3.8940554731033217,20,Sinusoidal
51,-8.37247101523235,20,Sinusoidal
52,-4.717551600228603,20,Sinusoidal
53,-4.5179519936267525,20,Sinusoidal
54,-17.73379742199927,20,Sinusoidal
55,-18.390533376588564,20,Sinusoidal
56,-17.34102523434285,20,Sinusoidal
57,-31.361926398322453,20,Sinusoidal
58,-36.21500458194362,20,Sinusoidal
59,-31.276072247043544,20,Sinusoidal
60,-30.325440273233426,20,Sinusoidal
61,-36.73013150468307,20,Sinusoidal
62,-22.58109536064387,20,Sinusoidal
63,-28.995920208624057,20,Sinusoidal
64,-18.8783759070933,20,Sinusoidal
65,-7.4819511729367605,20,Sinusoidal
66,-10.479162289914427,20,Sinusoidal
67,-4.908465977062008,20,Sinusoidal
68,-3.843986723708099,20,Sinusoidal
69,-3.446881963094711,20,Sinusoidal
70,-4.0839828540570124,20,Sinusoidal
71,-6.537052973008542,20,Sinusoidal
72,-8.71525948063453,20,Sinusoidal
73,-15.993151602114096,20,Sinusoidal
74,-18.79359095718314,20,Sinusoidal
75,-16.758924934752542,20,Sinusoidal
76,-27.938657696011376,20,Sinusoidal
77,-33.05818133741661,20,Sinusoidal
78,-18.51502539249111,20,Sinusoidal
79,-25.8944623122062,20,Sinusoidal
80,-29.52844911567547,20,Sinusoidal
81,-31.85236078647631,20,Sinusoidal
82,-4.947772099333974,20,Sinusoidal
83,-8.550340482572665,20,Sinusoidal
84,-6.35390237601257,20,Sinusoidal
85,-4.057947919358412,20,Sinusoidal
86,-3.6148048796917465,20,Sinusoidal
87,-3.957497036440941,20,Sinusoidal
88,-6.934422471355788,20,Sinusoidal
89,-5.475016728642231,20,Sinusoidal
90,-23.380656475480578,20,Sinusoidal
91,-24.00843928422671,20,Sinusoidal
92,-31.109715158927884,20,Sinusoidal
93,-32.930781277925064,20,Sinusoidal
94,-38.27293933638123,20,Sinusoidal
95,-34.39015990988901,20,Sinusoidal
96,-32.31104573259324,20,Sinusoidal
97,-27.268452438159272,20,Sinusoidal
98,-13.899410134640277,20,Sinusoidal
99,-22.071824575958146,20,Sinusoidal
100,-7.027822791457766,20,Sinusoidal
1,0.0,21,Sinusoidal
2,0.0,21,Sinusoidal
3,-23.519852000689355,21,Sinusoidal
4,-6.060275076000039,21,Sinusoidal
5,-3.929683037078462,21,Sinusoidal
6,-3.5620327090611,21,Sinusoidal
7,-3.6690720371072985,21,Sinusoidal
8,-4.1665362304469795,21,Sinusoidal
9,-4.255456247757365,21,Sinusoidal
10,-3.9590751915415012,21,Sinusoidal
11,-4.332837107017099,21,Sinusoidal
12,-3.8695924905051697,21,Sinusoidal
13,-3.7170082900829584,21,Sinusoidal
14,-3.7578114839016052,21,Sinusoidal
15,-4.140250445040692,21,Sinusoidal
16,-6.32861841963836,21,Sinusoidal
17,-5.456543758540647,21,Sinusoidal
18,-8.806529005634957,21,Sinusoidal
19,-9.299591578986224,21,Sinusoidal
20,-17.444024247119614,21,Sinusoidal
21,-34.427437852423964,21,Sinusoidal
22,-37.89597150385259,21,Sinusoidal
23,-30.185450784259842,21,Sinusoidal
24,-42.21029605381921,21,Sinusoidal
25,-36.472673037547,21,Sinusoidal
26,-40.75478493685199,21,Sinusoidal
27,-17.91185817195708,21,Sinusoidal
28,-28.516320853363425,21,Sinusoidal
29,-22.028636665441695,21,Sinusoidal
30,-9.104114316749985,21,Sinusoidal
31,-7.42645536762393,21,Sinusoidal
32,-3.7216718411412444,21,Sinusoidal
33,-3.5521892682447174,21,Sinusoidal
34,-3.2982405162878194,21,Sinusoidal
35,-6.934823585786262,21,Sinusoidal
36,-10.70002047865023,21,Sinusoidal
37,-7.773645134647211,21,Sinusoidal
38,-11.780193198404731,21,Sinusoidal
39,-24.416273662235653,21,Sinusoidal
40,-14.062703958869122,21,Sinusoidal
41,-34.99159503040357,21,Sinusoidal
42,-34.99081560616116,21,Sinusoidal
43,-36.088800587818014,21,Sinusoidal
44,-21.39005072692794,21,Sinusoidal
45,-18.619098477769626,21,Sinusoidal
46,-19.231622105312454,21,Sinusoidal
47,-13.199143289367385,21,Sinusoidal
48,-13.942780272837012,21,Sinusoidal
49,-8.248189505386108,21,Sinusoidal
50,-4.228107439364976,21,Sinusoidal
51,-7.320884961405682,21,Sinusoidal
52,-4.36017223981537,21,Sinusoidal
53,-4.211619232679482,21,Sinusoidal
54,-16.736620065489205,21,Sinusoidal
55,-17.902426509150587,21,Sinusoidal
56,-17.143915283512342,21,Sinusoidal
57,-30.89022657955934,21,Sinusoidal
58,-36.08243421950556,21,Sinusoidal
59,-31.882330991424737,21,Sinusoidal
60,-30.461614700523114,21,Sinusoidal
61,-37.96496124386999,21,Sinusoidal
62,-23.70679869332821,21,Sinusoidal
63,-30.547800138817195,21,Sinusoidal
64,-19.857964728051115,21,Sinusoidal
65,-8.086260833622418,21,Sinusoidal
66,-11.452245030749054,21,Sinusoidal
67,-5.432992786330374,21,Sinusoidal
68,-4.30050095673306,21,Sinusoidal
69,-3.236898244245822,21,Sinusoidal
70,-3.6962431530309345,21,Sinusoidal
71,-6.0894615013209545,21,Sinusoidal
72,-7.752213924464854,21,Sinusoidal
73,-14.179478019274313,21,Sinusoidal
74,-17.96011270492579,21,Sinusoidal
75,-16.078910124560196,21,Sinusoidal
76,-27.06688263345484,21,Sinusoidal
77,-33.62255363579004,21,Sinusoidal
78,-19.543987914164063,21,Sinusoidal
79,-27.480088680080712,21,Sinusoidal
80,-31.849020540556808,21,Sinusoidal
81,-35.50336993250346,21,Sinusoidal
82,-5.71743978616405,21,Sinusoidal
83,-10.34284214356228,21,Sinusoidal
84,-7.587945163911968,21,Sinusoidal
85,-3.7655825311127273,21,Sinusoidal
86,-3.6901471660311245,21,Sinusoidal
87,-3.7441594215207488,21,Sinusoidal
88,-6.242467629938346,21,Sinusoidal
89,-5.118654561498488,21,Sinusoidal
90,-22.414356635756803,21,Sinusoidal
91,-23.419861950616223,21,Sinusoidal
92,-30.70078855474162,21,Sinusoidal
93,-33.04780664947339,21,Sinusoidal
94,-38.668001042910305,21,Sinusoidal
95,-34.75216747974321,21,Sinusoidal
96,-33.26279741128701,21,Sinusoidal
97,-28.487511815783478,21,Sinusoidal
98,-14.482931879462114,21,Sinusoidal
99,-23.27827353674911,21,Sinusoidal
100,-7.817336815223825,21,Sinusoidal
1,0.0,22,Sinusoidal
2,0.0,22,Sinusoidal
3,-23.519852000689355,22,Sinusoidal
4,-6.060275076000039,22,Sinusoidal
5,-3.929683037078462,22,Sinusoidal
6,-3.5620327090611,22,Sinusoidal
7,-3.6690720371072985,22,Sinusoidal
8,-4.1665362304469795,22,Sinusoidal
9,-4.255456247757365,22,Sinusoidal
10,-3.9590751915415012,22,Sinusoidal
11,-4.332837107017099,22,Sinusoidal
12,-3.8695924905051697,22,Sinusoidal
13,-3.7170082900829584,22,Sinusoidal
14,-3.7578114839016052,22,Sinusoidal
15,-4.140250445040692,22,Sinusoidal
16,-6.32861841963836,22,Sinusoidal
17,-5.456543758540647,22,Sinusoidal
18,-8.806529005634957,22,Sinusoidal
19,-9.299591578986224,22,Sinusoidal
20,-17.444024247119614,22,Sinusoidal
21,-34.427437852423964,22,Sinusoidal
22,-41.36851087760101,22,Sinusoidal
23,-29.74317046092733,22,Sinusoidal
24,-41.719494800250345,22,Sinusoidal
25,-36.72877330311633,22,Sinusoidal
26,-41.3921703542664,22,Sinusoidal
27,-18.530757652296188,22,Sinusoidal
28,-29.26413545397969,22,Sinusoidal
29,-23.140953476026823,22,Sinusoidal
30,-9.854764496968357,22,Sinusoidal
31,-8.108594815238575,22,Sinusoidal
32,-3.9125662454442818,22,Sinusoidal
33,-3.8263480168021147,22,Sinusoidal
34,-3.196521660627809,22,Sinusoidal
35,-6.148965171845475,22,Sinusoidal
36,-9.542623223363194,22,Sinusoidal
37,-7.00568470158845,22,Sinusoidal
38,-10.498950773617935,22,Sinusoidal
39,-22.65242570686064,22,Sinusoidal
40,-12.830700954643476,22,Sinusoidal
41,-33.7627103130676,22,Sinusoidal
42,-35.491436187666295,22,Sinusoidal
43,-37.69525154984831,22,Sinusoidal
44,-22.645684664305122,22,Sinusoidal
45,-20.752258455044284,22,Sinusoidal
46,-21.6614192063347,22,Sinusoidal
47,-15.593195350255314,22,Sinusoidal
48,-15.806583868339885,22,Sinusoidal
49,-9.969004508632906,22,Sinusoidal
50,-4.86970927676748,22,Sinusoidal
51,-6.398299635885792,22,Sinusoidal
52,-4.014955541685595,22,Sinusoidal
53,-3.9847687045557905,22,Sinusoidal
54,-15.568974483385205,22,Sinusoidal
55,-17.01862922191981,22,Sinusoidal
56,-16.761025320689555,22,Sinusoidal
57,-30.720384762895264,22,Sinusoidal
58,-35.708345468271204,22,Sinusoidal
59,-31.852750600258446,22,Sinusoidal
60,-31.09200968029404,22,Sinusoidal
61,-38.18467962773616,22,Sinusoidal
62,-24.68265022083341,22,Sinusoidal
63,-31.817409651334856,22,Sinusoidal
64,-21.086048294711475,22,Sinusoidal
65,-8.636465078731533,22,Sinusoidal
66,-12.230381949357877,22,Sinusoidal
67,-5.979240460763492,22,Sinusoidal
68,-4.716163489822861,22,Sinusoidal
69,-3.144833506644545,22,Sinusoidal
70,-3.4042561556295823,22,Sinusoidal
71,-5.397429121413722,22,Sinusoidal
72,-7.2585521772745665,22,Sinusoidal
73,-12.858806637962232,22,Sinusoidal
74,-16.118678360231513,22,Sinusoidal
75,-15.417429599745276,22,Sinusoidal
76,-26.287554897891027,22,Sinusoidal
77,-32.871652886379366,22,Sinusoidal
78,-20.08193087190591,22,Sinusoidal
79,-28.944988555180885,22,Sinusoidal
80,-33.838757548184276,22,Sinusoidal
81,-38.31058472962502,22,Sinusoidal
82,-6.767228403283866,22,Sinusoidal
83,-11.94115650934998,22,Sinusoidal
84,-9.170333707479813,22,Sinusoidal
85,-3.5635838168724376,22,Sinusoidal
86,-3.873824943325758,22,Sinusoidal
87,-3.619902507064353,22,Sinusoidal
88,-5.614331796172678,22,Sinusoidal
89,-4.695913426169227,22,Sinusoidal
90,-21.41272483347234,22,Sinusoidal
91,-22.589798733477892,22,Sinusoidal
92,-30.165423879814966,22,Sinusoidal
93,-32.74835022890551,22,Sinusoidal
94,-38.8822599003837,22,Sinusoidal
95,-35.18512389675834,22,Sinusoidal
96,-33.66313558308667,22,Sinusoidal
97,-29.371478142544447,22,Sinusoidal
98,-15.318442325876049,22,Sinusoidal
99,-24.027916313803303,22,Sinusoidal
100,-8.433463681820854,22,Sinusoidal
1,0.0,23,Sinusoidal
2,0.0,23,Sinusoidal
3,-23.519852000689355,23,Sinusoidal
4,-6.060275076000039,23,Sinusoidal
5,-3.929683037078462,23,Sinusoidal
6,-3.5620327090611,23,Sinusoidal
7,-3.6690720371072985,23,Sinusoidal
8,-4.1665362304469795,23,Sinusoidal
9,-4.255456247757365,23,Sinusoidal
10,-3.9590751915415012,23,Sinusoidal
11,-4.332837107017099,23,Sinusoidal
12,-3.8695924905051697,23,Sinusoidal
13,-3.7170082900829584,23,Sinusoidal
14,-3.7578114839016052,23,Sinusoidal
15,-4.140250445040692,23,Sinusoidal
16,-6.32861841963836,23,Sinusoidal
17,-5.456543758540647,23,Sinusoidal
18,-8.806529005634957,23,Sinusoidal
19,-9.299591578986224,23,Sinusoidal
20,-17.444024247119614,23,Sinusoidal
21,-34.427437852423964,23,Sinusoidal
22,-41.36851087760101,23,Sinusoidal
23,-32.61922403636299,23,Sinusoidal
24,-41.33231677748756,23,Sinusoidal
25,-36.388598668272834,23,Sinusoidal
26,-41.72538974771021,23,Sinusoidal
27,-18.96720352507009,23,Sinusoidal
28,-30.052193432058516,23,Sinusoidal
29,-23.80595161298578,23,Sinusoidal
30,-10.518333016651468,23,Sinusoidal
31,-8.764298836913667,23,Sinusoidal
32,-4.201143096791213,23,Sinusoidal
33,-4.028316983605521,23,Sinusoidal
34,-3.1717158275502584,23,Sinusoidal
35,-5.5272418441197715,23,Sinusoidal
36,-8.543649243821847,23,Sinusoidal
37,-6.2442514099936375,23,Sinusoidal
38,-9.556640008305578,23,Sinusoidal
39,-20.753438404289,23,Sinusoidal
40,-11.77322667796767,23,Sinusoidal
41,-31.755770180046966,23,Sinusoidal
42,-34.487972805788786,23,Sinusoidal
43,-38.44810418656823,23,Sinusoidal
44,-23.995487489286916,23,Sinusoidal
45,-22.09804122340927,23,Sinusoidal
46,-24.088280275810348,23,Sinusoidal
47,-17.758761584767285,23,Sinusoidal
48,-18.507896887227503,23,Sinusoidal
49,-11.435517410507487,23,Sinusoidal
50,-5.775469514447877,23,Sinusoidal
51,-5.41822419533969,23,Sinusoidal
52,-3.7855748822998976,23,Sinusoidal
53,-3.789443009665547,23,Sinusoidal
54,-14.500667156905592,23,Sinusoidal
55,-15.959200194844016,23,Sinusoidal
56,-16.013640310010146,23,Sinusoidal
57,-30.302538030501978,23,Sinusoidal
58,-35.63118711482002,23,Sinusoidal
59,-31.6051720755147,23,Sinusoidal
