eta,p,simulation,model
0.404,7.326053512205956e-44,Random walk,EpiFilter
0.40499999999999997,5.394220843922217e-44,Random walk,EpiFilter
0.406,3.9741795956913075e-44,Random walk,EpiFilter
0.407,2.9297206079431327e-44,Random walk,EpiFilter
0.408,2.1610493513781075e-44,Random walk,EpiFilter
0.40900000000000003,1.5950075014843804e-44,Random walk,EpiFilter
0.41,1.1779317746856423e-44,Random walk,EpiFilter
0.41100000000000003,8.704356988208967e-45,Random walk,EpiFilter
0.412,6.435942895009511e-45,Random walk,EpiFilter
0.413,4.7615283355175356e-45,Random walk,EpiFilter
0.41400000000000003,3.524836953949397e-45,Random walk,EpiFilter
0.415,2.6108980831884635e-45,Random walk,EpiFilter
0.41600000000000004,1.9350793719507233e-45,Random walk,EpiFilter
0.417,1.4350444997732507e-45,Random walk,EpiFilter
0.418,1.0648523934784715e-45,Random walk,EpiFilter
0.419,7.906251804484585e-46,Random walk,EpiFilter
0.42,5.873659725429137e-46,Random walk,EpiFilter
0.42100000000000004,4.366199258818109e-46,Random walk,EpiFilter
0.422,3.247541105662821e-46,Random walk,EpiFilter
0.42300000000000004,2.4169173674438017e-46,Random walk,EpiFilter
0.424,1.7998018153315437e-46,Random walk,EpiFilter
0.425,1.341043905812935e-46,Random walk,EpiFilter
0.426,9.998075715812432e-47,Random walk,EpiFilter
0.427,7.458382250238814e-47,Random walk,EpiFilter
0.42800000000000005,5.567078159484895e-47,Random walk,EpiFilter
0.429,4.157805136417579e-47,Random walk,EpiFilter
0.43,3.1070964680049276e-47,Random walk,EpiFilter
0.431,2.323265225618083e-47,Random walk,EpiFilter
0.432,1.7381847920584119e-47,Random walk,EpiFilter
0.43300000000000005,1.3012053600231777e-47,Random walk,EpiFilter
0.434,9.74648738127453e-48,Random walk,EpiFilter
0.435,7.304700664528819e-48,Random walk,EpiFilter
0.436,5.477827727510869e-48,Random walk,EpiFilter
0.437,4.1102249126550896e-48,Random walk,EpiFilter
0.438,3.085842065359855e-48,Random walk,EpiFilter
0.439,2.3181007498372568e-48,Random walk,EpiFilter
0.44,1.7423726062192038e-48,Random walk,EpiFilter
0.441,1.3103867132640154e-48,Random walk,EpiFilter
0.442,9.860688672084487e-49,Random walk,EpiFilter
0.443,7.424443887509154e-49,Random walk,EpiFilter
0.444,5.593312944264555e-49,Random walk,EpiFilter
0.44499999999999995,4.216211636169733e-49,Random walk,EpiFilter
0.446,3.1799724965566944e-49,Random walk,EpiFilter
0.447,2.399780838668318e-49,Random walk,EpiFilter
0.448,1.8120351997858552e-49,Random walk,EpiFilter
0.449,1.3690146009564843e-49,Random walk,EpiFilter
0.44999999999999996,1.0348931177037748e-49,Random walk,EpiFilter
0.451,7.827596836950468e-50,Random walk,EpiFilter
0.45199999999999996,5.923883242388839e-50,Random walk,EpiFilter
0.453,4.485689181837765e-50,Random walk,EpiFilter
0.454,3.3985687778888085e-50,Random walk,EpiFilter
0.455,2.5763608780700224e-50,Random walk,EpiFilter
0.456,1.9541622526376328e-50,Random walk,EpiFilter
0.45699999999999996,1.4830554105234283e-50,Random walk,EpiFilter
0.458,1.1261506889891918e-50,Random walk,EpiFilter
0.459,8.5561333162662e-51,Random walk,EpiFilter
0.46,6.504291812488553e-51,Random walk,EpiFilter
0.461,4.94724547037224e-51,Random walk,EpiFilter
0.46199999999999997,3.765020930271595e-51,Random walk,EpiFilter
0.463,2.86689208891029e-51,Random walk,EpiFilter
0.46399999999999997,2.1842122254066117e-51,Random walk,EpiFilter
0.465,1.6650120238333826e-51,Random walk,EpiFilter
0.466,1.269926196538489e-51,Random walk,EpiFilter
0.46699999999999997,9.691202519369493e-52,Random walk,EpiFilter
0.468,7.399705651704995e-52,Random walk,EpiFilter
0.469,5.653121433223383e-52,Random walk,EpiFilter
0.47000000000000003,4.321144437118686e-52,Random walk,EpiFilter
0.471,3.3048012930688482e-52,Random walk,EpiFilter
0.472,2.5288759133782207e-52,Random walk,EpiFilter
0.47300000000000003,1.9361757843568372e-52,Random walk,EpiFilter
0.474,1.4831894886733675e-52,Random walk,EpiFilter
0.47500000000000003,1.1367961049094963e-52,Random walk,EpiFilter
0.476,8.717703378894862e-53,Random walk,EpiFilter
0.477,6.688899341852692e-53,Random walk,EpiFilter
0.478,5.134992108038614e-53,Random walk,EpiFilter
0.479,3.944181865775701e-53,Random walk,EpiFilter
0.48000000000000004,3.031137219360411e-53,Random walk,EpiFilter
0.481,2.330693992043604e-53,Random walk,EpiFilter
