t,Mean,Lower,Upper,variable,CRPS,simulation,TrueValue,posterior
25,17.617657573192638,9.0,28.0,I,1.2900959231363713,Step change,16.0,Filtering
26,16.262711725132085,8.0,26.0,I,1.0769438218246594,Step change,16.0,Filtering
27,15.284806261599197,7.0,25.0,I,1.0300146390742246,Step change,15.0,Filtering
28,14.353692630922964,6.0,24.0,I,10.200134595178733,Step change,27.0,Filtering
29,19.690263111234778,8.0,35.0,I,15.677553957079706,Step change,39.0,Filtering
30,30.05355399915295,15.0,49.0,I,3.4174309732693,Step change,35.0,Filtering
31,34.794663147295566,18.0,55.0,I,4.0594998757708005,Step change,41.0,Filtering
32,41.12715331599708,23.0,63.0,I,6.497721565147643,Step change,30.0,Filtering
33,36.91771502327167,19.0,57.0,I,2.723039404179741,Step change,40.0,Filtering
34,41.311856376461684,23.0,63.0,I,2.6206846122966048,Step change,38.0,Filtering
35,41.847140589256334,23.0,63.0,I,5.702943967472192,Step change,51.0,Filtering
36,50.46838054837234,30.0,74.0,I,2.6165601921103536,Step change,51.0,Filtering
37,54.740469688917756,33.0,79.0,I,3.2980141376492385,Step change,50.0,Filtering
38,55.84564064765339,34.0,81.0,I,4.636693662713473,Step change,63.0,Filtering
39,64.90484698236783,41.0,92.0,I,2.9566417084197907,Step change,64.0,Filtering
40,69.74896351166883,45.0,98.0,I,3.9024106566836902,Step change,64.0,Filtering
41,71.53042099806078,46.0,100.0,I,3.1373971275607833,Step change,71.0,Filtering
42,76.65542736073235,50.0,106.0,I,3.537908572544621,Step change,73.0,Filtering
43,79.83879939748255,53.0,110.0,I,3.3328064476962065,Step change,79.0,Filtering
44,84.90228786659345,57.0,116.0,I,3.4899941207054335,Step change,83.0,Filtering
45,89.44260738357082,61.0,121.0,I,7.718180870637292,Step change,102.0,Filtering
46,104.44674876777512,73.0,139.0,I,10.285525666888882,Step change,87.0,Filtering
47,99.89338185383296,68.0,134.0,I,4.565517575756909,Step change,94.0,Filtering
48,102.12663649769242,70.0,136.0,I,5.499523048577723,Step change,110.0,Filtering
49,113.68281668308362,81.0,150.0,I,4.154162589874194,Step change,115.0,Filtering
50,121.85862619168473,87.0,160.0,I,4.345255181286982,Step change,119.0,Filtering
51,127.73560406222609,91.0,167.0,I,17.235022105289325,Step change,154.0,Filtering
52,155.26169958234317,115.0,200.0,I,9.913090089148682,Step change,138.0,Filtering
53,154.85983537187076,114.0,199.0,I,6.332332685146355,Step change,163.0,Filtering
54,172.51526960076706,130.0,219.0,I,6.637203887742344,Step change,163.0,Filtering
55,178.63330853630572,134.0,226.0,I,12.057869088089337,Step change,158.0,Filtering
56,172.16529568541034,112.0,236.0,I,84.45206974325079,Step change,70.0,Filtering
57,83.78899189639623,42.0,129.0,I,10.486070253377429,Step change,101.0,Filtering
58,97.19172431882976,54.0,144.0,I,5.778762944651631,Step change,91.0,Filtering
59,90.35856438333182,49.0,135.0,I,11.869013841521515,Step change,70.0,Filtering
60,71.07456371988106,36.0,110.0,I,8.082213229890762,Step change,84.0,Filtering
61,77.6232284480347,42.0,117.0,I,4.902742324407222,Step change,72.0,Filtering
62,69.81420273521789,37.0,106.0,I,4.290860724118833,Step change,66.0,Filtering
63,63.49081013955646,33.0,97.0,I,3.8477264207851123,Step change,61.0,Filtering
64,58.25996644037158,30.0,90.0,I,3.5042005575224575,Step change,58.0,Filtering
65,54.76688048074163,28.0,85.0,I,5.420653484232265,Step change,63.0,Filtering
66,57.30326474855349,31.0,87.0,I,3.3665845388865505,Step change,55.0,Filtering
67,52.75748364899911,28.0,81.0,I,4.461262654356034,Step change,59.0,Filtering
68,54.32430221730276,30.0,82.0,I,7.742145596833783,Step change,41.0,Filtering
69,42.59964733516909,21.0,67.0,I,3.87615707807242,Step change,48.0,Filtering
70,43.801871472527125,23.0,68.0,I,9.18771839816068,Step change,58.0,Filtering
71,50.59062055305678,28.0,76.0,I,3.6363604827898213,Step change,45.0,Filtering
72,45.0804448001612,24.0,69.0,I,5.743889170225652,Step change,35.0,Filtering
73,36.675084610386364,18.0,58.0,I,5.196225748282786,Step change,45.0,Filtering
74,40.0393657517772,21.0,62.0,I,3.564459650241683,Step change,34.0,Filtering
75,34.59320421180353,17.0,55.0,I,2.2364848313954067,Step change,35.0,Filtering
76,33.19646495230707,17.0,52.0,I,2.132617295238177,Step change,32.0,Filtering
77,30.89362813486579,15.0,49.0,I,2.9486576440353245,Step change,35.0,Filtering
78,31.731742394803803,16.0,50.0,I,6.526276607844583,Step change,21.0,Filtering
79,23.961914139513517,11.0,40.0,I,1.7525574715994203,Step change,24.0,Filtering
80,22.56134620093365,10.0,38.0,I,7.9314781288924205,Step change,34.0,Filtering
81,27.13430627550416,14.0,43.0,I,1.77420367746792,Step change,27.0,Filtering
82,25.8999220170361,13.0,42.0,I,4.584908259155194,Step change,18.0,Filtering
83,20.497650059609942,9.0,35.0,I,2.100928678418736,Step change,17.0,Filtering
84,17.466728327093797,7.0,31.0,I,19.119147637715816,Step change,40.0,Filtering
85,27.690193108285754,14.0,44.0,I,9.424273804891488,Step change,41.0,Filtering
86,34.55721532607302,19.0,53.0,I,3.0930050229267168,Step change,39.0,Filtering
87,38.174291601288985,21.0,58.0,I,13.847449124280011,Step change,57.0,Filtering
88,51.25793908645255,31.0,74.0,I,3.041797777334076,Step change,47.0,Filtering
89,52.359551616164126,32.0,76.0,I,3.8164075123084,Step change,46.0,Filtering
90,51.75420184335357,31.0,75.0,I,3.9983520156810752,Step change,45.0,Filtering
91,50.21315239827534,30.0,74.0,I,8.124248395613613,Step change,63.0,Filtering
92,61.341772273925926,38.0,87.0,I,4.089432761713196,Step change,67.0,Filtering
93,69.56659169316409,45.0,98.0,I,3.8701553016827814,Step change,64.0,Filtering
94,71.01696186935624,46.0,100.0,I,3.3879245307628953,Step change,73.0,Filtering
95,77.66497347522882,51.0,108.0,I,9.280425766866585,Step change,62.0,Filtering
96,71.63345983968028,45.0,101.0,I,3.9724052157909986,Step change,76.0,Filtering
97,78.77421260069698,51.0,110.0,I,5.0457941294548245,Step change,86.0,Filtering
98,88.72668166408914,59.0,122.0,I,3.834778662569707,Step change,86.0,Filtering
99,92.60929487818505,62.0,127.0,I,5.347143734859767,Step change,100.0,Filtering
100,104.34365435164808,71.0,141.0,I,5.8407923764882135,Step change,95.0,Filtering
1,1630.0000000000068,81.0,3179.0,I,1015.1565981805161,Step change,73.0,Smoothing
2,59.910677115715536,41.0,81.0,I,2.4362864545243665,Step change,58.0,Smoothing
3,57.29982298670234,40.0,76.0,I,2.167724213805896,Step change,57.0,Smoothing
4,56.53627688778107,40.0,75.0,I,2.4604847371419343,Step change,59.0,Smoothing
5,53.860940336963296,37.0,72.0,I,2.6471403991641296,Step change,50.0,Smoothing
6,55.633046661986015,39.0,74.0,I,5.153179326839921,Step change,64.0,Smoothing
7,49.24211778883499,33.0,67.0,I,2.0270311734493345,Step change,48.0,Smoothing
8,44.522776080975206,29.0,61.0,I,3.2098944156123608,Step change,39.0,Smoothing
9,45.42400646571474,30.0,62.0,I,2.0634337710963164,Step change,47.0,Smoothing
10,44.564786226072144,30.0,61.0,I,2.5424766440620035,Step change,48.0,Smoothing
11,40.52906759830807,26.0,56.0,I,1.78572337794172,Step change,40.0,Smoothing
12,37.197212479565316,24.0,52.0,I,1.7522958885342113,Step change,36.0,Smoothing
13,34.92379918815086,22.0,50.0,I,1.801724809028368,Step change,33.0,Smoothing
14,34.23323587191467,21.0,49.0,I,1.6873332261000522,Step change,35.0,Smoothing
15,32.80571295782605,20.0,47.0,I,1.6009697947471253,Step change,32.0,Smoothing
16,32.06590589935081,20.0,46.0,I,2.572474808257623,Step change,36.0,Smoothing
17,28.476862996852365,17.0,42.0,I,1.6722238879461817,Step change,30.0,Smoothing
18,24.18346331110854,13.0,37.0,I,2.9430680634843136,Step change,19.0,Smoothing
19,23.816085029743327,13.0,36.0,I,1.5040397955601945,Step change,22.0,Smoothing
20,24.560727062220746,14.0,37.0,I,3.388880610524488,Step change,30.0,Smoothing
21,21.996675837029855,12.0,34.0,I,1.8115180419961585,Step change,19.0,Smoothing
22,21.42859417869354,12.0,33.0,I,1.8278962964026393,Step change,24.0,Smoothing
23,19.45394872380144,10.0,30.0,I,1.3012029151644975,Step change,18.0,Smoothing
24,18.349750318265432,9.0,29.0,I,1.250675952271621,Step change,17.0,Smoothing
25,17.89182908346314,9.0,28.0,I,1.356159703356306,Step change,16.0,Smoothing
26,18.30921616875859,9.0,29.0,I,1.489137355009466,Step change,16.0,Smoothing
27,19.86046248171236,10.0,31.0,I,2.772161397702842,Step change,15.0,Smoothing
28,24.24579112727018,14.0,36.0,I,1.928904820183289,Step change,27.0,Smoothing
29,29.021847246601,18.0,42.0,I,6.888909142948528,Step change,39.0,Smoothing
30,31.907232381117076,20.0,45.0,I,2.1757727943370373,Step change,35.0,Smoothing
31,34.74732354020992,22.0,49.0,I,3.865159522810182,Step change,41.0,Smoothing
32,35.63058808828252,23.0,50.0,I,3.2203909582688395,Step change,30.0,Smoothing
33,38.85494739119271,26.0,54.0,I,1.7882567647059697,Step change,40.0,Smoothing
34,41.65568000575245,28.0,57.0,I,2.3532445734795617,Step change,38.0,Smoothing
35,46.632513403475684,32.0,63.0,I,2.8906714962300644,Step change,51.0,Smoothing
36,50.051716551883054,35.0,67.0,I,1.9957802756467105,Step change,51.0,Smoothing
37,53.36646713687473,37.0,71.0,I,2.442548440405159,Step change,50.0,Smoothing
38,59.07996380691251,42.0,78.0,I,2.8674850808954235,Step change,63.0,Smoothing
39,62.80908083121898,45.0,82.0,I,2.276504574166122,Step change,64.0,Smoothing
40,65.89397749631542,48.0,86.0,I,2.3595041251131064,Step change,64.0,Smoothing
41,70.37305955372973,52.0,91.0,I,2.369202608779098,Step change,71.0,Smoothing
42,74.30217382848947,55.0,95.0,I,2.4528593577016657,Step change,73.0,Smoothing
43,79.39956105779726,59.0,101.0,I,2.5046371266687526,Step change,79.0,Smoothing
44,85.02935247902887,64.0,108.0,I,2.709881630732225,Step change,83.0,Smoothing
45,93.26709660416644,71.0,117.0,I,5.360782012189098,Step change,102.0,Smoothing
46,92.45369194695795,70.0,116.0,I,3.6407162747222954,Step change,87.0,Smoothing
47,97.75189930906912,75.0,122.0,I,3.226024406146653,Step change,94.0,Smoothing
48,107.74310371690666,84.0,134.0,I,3.177113576564893,Step change,110.0,Smoothing
49,115.34502824944822,90.0,142.0,I,3.091010987706009,Step change,115.0,Smoothing
50,124.04953737923921,98.0,152.0,I,3.872024848373602,Step change,119.0,Smoothing
51,142.24701889759717,114.0,172.0,I,7.1576029510342565,Step change,154.0,Smoothing
52,143.7520153806571,115.0,174.0,I,4.281653590754953,Step change,138.0,Smoothing
53,155.80288796230832,126.0,187.0,I,5.066888429992413,Step change,163.0,Smoothing
54,154.66812624564093,125.0,186.0,I,5.520226436018415,Step change,163.0,Smoothing
55,137.71639313800654,110.0,168.0,I,13.271332667216896,Step change,158.0,Smoothing
56,88.69491834881674,65.0,115.0,I,12.133408017062266,Step change,70.0,Smoothing
57,96.09488527589758,73.0,121.0,I,3.757325500560304,Step change,101.0,Smoothing
58,89.07940453931138,67.0,113.0,I,2.956187736682055,Step change,91.0,Smoothing
59,76.81518015073671,56.0,100.0,I,4.089478899455589,Step change,70.0,Smoothing
60,79.75821841151333,59.0,103.0,I,3.348537268502038,Step change,84.0,Smoothing
61,72.6858335705374,53.0,95.0,I,2.509539732304904,Step change,72.0,Smoothing
62,66.84688927281994,48.0,88.0,I,2.4063929947832934,Step change,66.0,Smoothing
63,62.326118321933585,44.0,83.0,I,2.3478712576581624,Step change,61.0,Smoothing
64,59.849419789971975,42.0,80.0,I,2.349503044748757,Step change,58.0,Smoothing
65,60.31217274206189,42.0,80.0,I,2.6102258778871286,Step change,63.0,Smoothing
66,56.379707732893564,39.0,76.0,I,2.2140639703183513,Step change,55.0,Smoothing
67,54.676946397995906,38.0,73.0,I,3.032080382221102,Step change,59.0,Smoothing
68,47.159850626103925,31.0,65.0,I,3.5516444982578905,Step change,41.0,Smoothing
69,48.58549390614627,33.0,66.0,I,1.992569712945751,Step change,48.0,Smoothing
70,50.833600664325026,35.0,69.0,I,4.411801084628687,Step change,58.0,Smoothing
71,45.020704210140906,30.0,62.0,I,1.9036042076223985,Step change,45.0,Smoothing
72,39.93310991817553,26.0,56.0,I,2.890693448844152,Step change,35.0,Smoothing
73,40.47574351579479,26.0,56.0,I,2.942762041698413,Step change,45.0,Smoothing
74,36.317280724969166,23.0,51.0,I,1.9181727071273764,Step change,34.0,Smoothing
75,34.64445317464232,22.0,49.0,I,1.6672689016486706,Step change,35.0,Smoothing
76,32.57541366419994,20.0,47.0,I,1.5925971310566855,Step change,32.0,Smoothing
77,31.028556653783482,19.0,45.0,I,2.583439953725957,Step change,35.0,Smoothing
78,26.391699724196577,15.0,39.0,I,3.064297806486434,Step change,21.0,Smoothing
79,26.378538021417427,15.0,39.0,I,1.7085669764065687,Step change,24.0,Smoothing
80,28.15938938551322,17.0,41.0,I,3.6302722178019455,Step change,34.0,Smoothing
81,26.06954615897715,15.0,39.0,I,1.4918856188743135,Step change,27.0,Smoothing
82,23.623883446694542,13.0,36.0,I,3.2279540106274824,Step change,18.0,Smoothing
83,24.80216694700369,14.0,37.0,I,4.830582055183174,Step change,17.0,Smoothing
84,32.003703634188724,20.0,46.0,I,5.133594907261915,Step change,40.0,Smoothing
85,36.411098734275754,24.0,51.0,I,2.9089154315097163,Step change,41.0,Smoothing
86,40.04883588786937,26.0,55.0,I,1.7440007901086934,Step change,39.0,Smoothing
87,45.777987481963706,31.0,62.0,I,7.454107912667727,Step change,57.0,Smoothing
88,46.955734473816406,32.0,63.0,I,1.8690130606879585,Step change,47.0,Smoothing
89,48.40398491271952,33.0,65.0,I,2.128310586309708,Step change,46.0,Smoothing
90,51.1298162140241,35.0,69.0,I,3.5474342953532347,Step change,45.0,Smoothing
91,58.18365557516721,41.0,77.0,I,3.210541853409074,Step change,63.0,Smoothing
92,62.94334102890565,45.0,82.0,I,2.970809817227223,Step change,67.0,Smoothing
93,65.42205081571184,47.0,85.0,I,2.2973252302051903,Step change,64.0,Smoothing
94,69.11163443083763,51.0,89.0,I,3.0012487416956604,Step change,73.0,Smoothing
95,69.33923241806824,50.0,90.0,I,4.264224409670766,Step change,62.0,Smoothing
96,76.0253312877275,56.0,97.0,I,2.4539491171707133,Step change,76.0,Smoothing
97,83.12534725470596,62.0,106.0,I,2.927229760320875,Step change,86.0,Smoothing
98,87.96559850147659,67.0,111.0,I,2.7543965273469766,Step change,86.0,Smoothing
99,95.50515401872877,73.0,120.0,I,3.5465100548458555,Step change,100.0,Smoothing
100,98.30896111436692,74.0,125.0,I,3.2638573539673823,Step change,95.0,Smoothing
